Isolate ID,Sample ID,Genus,Species,sigB AT,Number of  contigs,Genome size (bp),GC (%),N50,Average coverage,Bioproject,SRA Run Accession,WGS Acession,Phylogroup,State,Latitude,Longitude,Elevation (m),Moisture,Total nitrogen (%),Total carbon (%),pH,Organic matter (%),Aluminum (mg/Kg),Calcium (mg/Kg),Copper (mg/Kg),Iron (mg/Kg),Potassium (mg/Kg),Magnesium (mg/Kg),Manganese (mg/Kg),Molybdenum (mg/Kg),Sodium (mg/Kg),Phosphorus (mg/Kg),Sulfur (mg/Kg),Zinc (mg/Kg),Precipitation (mm),Max temperature (C),Min temperature (C),Wind speed (m/s),Open water (%),Developed (< 20% Impervious) (%),Developed (> 20% Impervious) (%),Barren (%),Forest (%),Shrubland (%),Grassland (%),Cropland (%),Pasture (%),Wetland (%)
L7-1146,MI-MS-2,Listeria,L. monocytogenes,99,12,2868444,38.04,510522,79.3676,PRJNA514286,SRR9206867,AAFFKU000000000,L1,MI,42.4277,-83.5411,292.42,0.2195,0.1832,2.4046,6.546,3.3855,11.5993,1809.3665,0.099,2.4865,95.7647,195.632,19.0857,0.0355,23.4761,7.0199,12.4737,1.0266,44.9,-1.8952,-10.8006,4.4699,1.2712,21.1354,33.4925,0.6706,16.7297,0.0395,0.4061,8.252,6.8507,11.1523
L7-1153,MI-MS-3,Listeria,L. seeligeri,72,21,2860860,37.23,266544,50.4348,PRJNA561882,SRR11344182,JAARTT000000000,L9,MI,42.4261,-83.5369,293.63,0.162,0.1833,2.4813,6.206,3.4542,10.3236,1486.3025,0.0876,1.8731,84.3477,203.3218,16.5563,0.0345,23.9508,8.8607,8.3886,1.0482,44.9,-1.8952,-10.8006,4.4699,1.2509,21.2018,34.6814,0.6248,16.3241,0.0395,0.3986,8.2304,6.273,10.9756
L7-1159,MI-MS-4,Listeria,L. seeligeri,12,25,2835931,37.27,319176,58.9013,PRJNA561882,SRR11344181,JAARTS000000000,L9,MI,42.4338,-83.5322,296.13,0.2721,0.1932,2.2749,5.917,3.8745,21.4218,1314.5445,0.1198,3.9957,158.3172,162.2634,28.4101,0.0405,30.889,5.5698,10.5698,2.1065,44.9,-1.8952,-10.8006,4.4699,1.5239,21.1629,36.119,0.7195,14.4746,0.0392,0.408,8.1993,6.566,10.7877
L7-1165,MI-MS-5,Listeria,L. monocytogenes,82,9,2885972,38.01,525901,59.1564,PRJNA514286,SRR9206873,AAFFKL000000000,L1,MI,42.4282,-83.5311,287.88,0.1794,0.1752,2.3162,6.02,3.1396,18.3225,1197.0888,0.0912,3.6431,71.0297,163.7637,20.7585,0.0316,23.9364,5.2838,6.9691,1.4622,44.9,-1.8952,-10.8006,4.4699,1.3057,20.9542,36.0829,0.618,16.5474,0.0393,0.403,7.536,5.6186,10.8949
L7-1173,NY-CB-5,Listeria,L. monocytogenes,67,20,2897180,37.88,352646,55.6209,PRJNA514286,SRR9206869,AAFFKJ000000000,L3,NY,43.2845,-76.9092,118.27,0.2437,0.3746,6.3154,5.145,8.7981,96.5309,1621.5172,0.1066,20.0621,82.9261,173.0822,66.8426,0.0476,34.6443,13.6707,16.1217,2.8644,,,,,49.9345,2.9416,0.4934,0.28,21.6357,0.3196,0.2116,4.1845,12.4589,7.5402
L7-1175,NY-CB-5,Listeria,L. seeligeri,34,22,2841577,37.19,451504,64.8771,PRJNA561882,SRR11344180,JAARTR000000000,L10,NY,43.2845,-76.9092,118.27,0.2437,0.3746,6.3154,5.145,8.7981,96.5309,1621.5172,0.1066,20.0621,82.9261,173.0822,66.8426,0.0476,34.6443,13.6707,16.1217,2.8644,,,,,49.9345,2.9416,0.4934,0.28,21.6357,0.3196,0.2116,4.1845,12.4589,7.5402
L7-1179,ND-KS-1,Listeria,L. seeligeri,12,37,2918630,37.17,171398,55.1648,PRJNA561882,SRR11344179,JAARTQ000000000,L9,ND,47.9479,-97.3044,259.2,0.5857,0.4752,5.7108,8.188,7.4903,1.4738,12705.9805,0.1719,0.6895,390.6585,3053.2155,87.6587,0.0536,274.2976,21.9646,8052.5641,0.3754,9.95,-11.1442,-21.9384,3.6054,1.5257,4.6514,2.5853,0.0296,0.9585,0.0023,0.0258,35.6881,47.1484,7.3849
L7-1180,ND-KS-1,Listeria,L. welshimeri,27,25,2813425,36.16,585463,58.2531,PRJNA561882,SRR11344178,JAARTP000000000,L8,ND,47.9479,-97.3044,259.2,0.5857,0.4752,5.7108,8.188,7.4903,1.4738,12705.9805,0.1719,0.6895,390.6585,3053.2155,87.6587,0.0536,274.2976,21.9646,8052.5641,0.3754,9.95,-11.1442,-21.9384,3.6054,1.5257,4.6514,2.5853,0.0296,0.9585,0.0023,0.0258,35.6881,47.1484,7.3849
L7-1185,ND-KS-2,Listeria,L. welshimeri,27,11,2762892,36.17,1456670,83.501,PRJNA561882,SRR11344177,JAARTO000000000,L8,ND,47.9655,-97.303,257.66,0.3047,0.2281,4.5232,7.764,4.0345,2.0824,33632.4003,0.1643,0.8036,426.3638,1084.2859,14.9127,0.0762,68.7027,13.8961,68.0442,0.3172,9.95,-11.1442,-21.9384,3.6054,1.7312,4.5105,2.411,0.0447,0.8284,0.0042,0.0493,36.9396,45.1953,8.2858
L7-1187,ND-KS-2,Listeria,L. welshimeri,29,17,2806387,36.17,370807,53.1977,PRJNA561882,SRR11344175,JAARTN000000000,L8,ND,47.9655,-97.303,257.66,0.3047,0.2281,4.5232,7.764,4.0345,2.0824,33632.4003,0.1643,0.8036,426.3638,1084.2859,14.9127,0.0762,68.7027,13.8961,68.0442,0.3172,9.95,-11.1442,-21.9384,3.6054,1.7312,4.5105,2.411,0.0447,0.8284,0.0042,0.0493,36.9396,45.1953,8.2858
L7-1191,ND-KS-3,Listeria,L. welshimeri,16,21,2871181,36.11,1445567,91.2114,PRJNA561882,SRR11344174,JAARTM000000000,L8,ND,47.9571,-97.3009,261.44,0.3833,0.4205,4.9512,7.383,7.4233,2.3807,6195.3457,0.0743,0.6066,722.4662,834.5835,13.4402,0.0414,47.7252,22.0668,15.102,0.3087,9.95,-11.1442,-21.9384,3.6054,1.6845,4.2624,2.4855,0.0476,0.8499,0.0023,0.0384,36.6789,44.7228,9.2277
L7-1192,ND-KS-3,Listeria,L. welshimeri,27,12,2764764,36.17,518093,102.631,PRJNA561882,SRR11344173,JAARTL000000000,L8,ND,47.9571,-97.3009,261.44,0.3833,0.4205,4.9512,7.383,7.4233,2.3807,6195.3457,0.0743,0.6066,722.4662,834.5835,13.4402,0.0414,47.7252,22.0668,15.102,0.3087,9.95,-11.1442,-21.9384,3.6054,1.6845,4.2624,2.4855,0.0476,0.8499,0.0023,0.0384,36.6789,44.7228,9.2277
L7-1193,ND-KS-3,Listeria,L. welshimeri,134,17,2820138,36.2,517320,242.798,PRJNA561882,SRR11344172,JAARTK000000000,L8,ND,47.9571,-97.3009,261.44,0.3833,0.4205,4.9512,7.383,7.4233,2.3807,6195.3457,0.0743,0.6066,722.4662,834.5835,13.4402,0.0414,47.7252,22.0668,15.102,0.3087,9.95,-11.1442,-21.9384,3.6054,1.6845,4.2624,2.4855,0.0476,0.8499,0.0023,0.0384,36.6789,44.7228,9.2277
L7-1197,ND-KS-4,Listeria,L. welshimeri,32,14,2754965,36.25,444860,145.574,PRJNA561882,SRR11344171,JAARTJ000000000,L8,ND,47.962,-97.3028,258.6,0.4113,0.3535,5.2454,7.586,6.7403,2.6942,5440.7672,0.0956,0.8137,504.773,1092.248,10.3208,0.0437,43.1845,17.3902,14.7905,0.5948,9.95,-11.1442,-21.9384,3.6054,1.6784,4.4716,2.4879,0.0456,0.8542,0.0025,0.0439,37.1097,43.9911,9.3151
L7-1198,ND-KS-4,Listeria,L. welshimeri,16,33,2766669,36.23,342673,119.528,PRJNA561882,SRR11344170,JAASUT000000000,L8,ND,47.962,-97.3028,258.6,0.4113,0.3535,5.2454,7.586,6.7403,2.6942,5440.7672,0.0956,0.8137,504.773,1092.248,10.3208,0.0437,43.1845,17.3902,14.7905,0.5948,9.95,-11.1442,-21.9384,3.6054,1.6784,4.4716,2.4879,0.0456,0.8542,0.0025,0.0439,37.1097,43.9911,9.3151
L7-1199,ND-KS-4,Listeria,L. welshimeri,255,23,2743442,36.23,289006,91.4185,PRJNA561882,SRR11344169,JAARTI000000000,L8,ND,47.962,-97.3028,258.6,0.4113,0.3535,5.2454,7.586,6.7403,2.6942,5440.7672,0.0956,0.8137,504.773,1092.248,10.3208,0.0437,43.1845,17.3902,14.7905,0.5948,9.95,-11.1442,-21.9384,3.6054,1.6784,4.4716,2.4879,0.0456,0.8542,0.0025,0.0439,37.1097,43.9911,9.3151
L7-1201,ND-KS-4,Listeria,L. welshimeri,19,14,2734825,36.25,520467,92.1266,PRJNA561882,SRR11344168,JAARTH000000000,L8,ND,47.962,-97.3028,258.6,0.4113,0.3535,5.2454,7.586,6.7403,2.6942,5440.7672,0.0956,0.8137,504.773,1092.248,10.3208,0.0437,43.1845,17.3902,14.7905,0.5948,9.95,-11.1442,-21.9384,3.6054,1.6784,4.4716,2.4879,0.0456,0.8542,0.0025,0.0439,37.1097,43.9911,9.3151
L7-1203,ND-AN-1,Listeria,L. welshimeri,133,22,2770934,36.26,368398,180.541,PRJNA561882,SRR11344167,JAARTG000000000,L8,ND,47.3218,-98.822,458.16,0.1133,0.2828,3.4353,6.897,5.1664,2.8551,2874.5131,0.0323,0.5747,543.5928,477.2309,9.4828,0.0306,28.1047,11.3447,9.9644,0.4534,9.45,-9.7861,-21.2652,3.887,6.5773,2.8035,0.3029,0.2601,0.3767,0.0382,1.7035,25.3742,55.4321,7.1316
L7-1204,ND-AN-1,Listeria,L. welshimeri,241,32,2742944,36.28,1433342,181.482,PRJNA561882,SRR11344166,JAARTF000000000,L8,ND,47.3218,-98.822,458.16,0.1133,0.2828,3.4353,6.897,5.1664,2.8551,2874.5131,0.0323,0.5747,543.5928,477.2309,9.4828,0.0306,28.1047,11.3447,9.9644,0.4534,9.45,-9.7861,-21.2652,3.887,6.5773,2.8035,0.3029,0.2601,0.3767,0.0382,1.7035,25.3742,55.4321,7.1316
L7-1205,ND-AN-1,Listeria,L. welshimeri,27,25,2797653,36.22,245830,205.891,PRJNA561882,SRR11344164,JAARTE000000000,L8,ND,47.3218,-98.822,458.16,0.1133,0.2828,3.4353,6.897,5.1664,2.8551,2874.5131,0.0323,0.5747,543.5928,477.2309,9.4828,0.0306,28.1047,11.3447,9.9644,0.4534,9.45,-9.7861,-21.2652,3.887,6.5773,2.8035,0.3029,0.2601,0.3767,0.0382,1.7035,25.3742,55.4321,7.1316
L7-1209,ND-AN-2,Listeria,L. welshimeri,19,12,2748784,36.38,532683,64.9843,PRJNA561882,SRR11344163,JAARTD000000000,L8,ND,47.3175,-98.823,461.44,0.0936,0.2211,2.7271,7.108,3.9728,1.8364,2619.3573,0.0292,0.3976,345.2752,358.691,7.9961,0.0313,24.5761,14.472,8.6851,0.2951,9.45,-9.7861,-21.2652,3.887,7.4405,2.7239,0.2628,0.2676,0.3893,0.038,1.6422,25.267,54.9423,7.0264
L7-1210,ND-AN-2,Listeria,L. welshimeri,16,21,2725728,36.26,1438305,89.5678,PRJNA561882,SRR11344162,JAARTC000000000,L8,ND,47.3175,-98.823,461.44,0.0936,0.2211,2.7271,7.108,3.9728,1.8364,2619.3573,0.0292,0.3976,345.2752,358.691,7.9961,0.0313,24.5761,14.472,8.6851,0.2951,9.45,-9.7861,-21.2652,3.887,7.4405,2.7239,0.2628,0.2676,0.3893,0.038,1.6422,25.267,54.9423,7.0264
L7-1215,ND-AN-4,Listeria,L. welshimeri,27,9,2791192,36.29,559995,158.879,PRJNA561882,SRR11344161,JAARTB000000000,L8,ND,47.3087,-98.8281,446.26,0.1456,0.486,5.8433,6.396,8.0317,2.9276,3618.9232,0.0512,0.7819,490.748,535.5882,10.2425,0.0322,30.9574,12.894,14.8061,0.7694,10.175,-9.4771,-21.3465,3.8876,9.5232,2.6997,0.2509,0.241,0.409,0.0382,1.6886,23.9425,54.033,7.1738
L7-1220,ND-AN-4,Listeria,L. welshimeri,241,25,2784072,36.24,681430,143.809,PRJNA561882,SRR11344160,JAARTA000000000,L8,ND,47.3087,-98.8281,446.26,0.1456,0.486,5.8433,6.396,8.0317,2.9276,3618.9232,0.0512,0.7819,490.748,535.5882,10.2425,0.0322,30.9574,12.894,14.8061,0.7694,10.175,-9.4771,-21.3465,3.8876,9.5232,2.6997,0.2509,0.241,0.409,0.0382,1.6886,23.9425,54.033,7.1738
L7-1221,ND-AN-5,Listeria,L. welshimeri,129,22,2748614,36.23,395428,225.038,PRJNA561882,SRR11344159,JAARSZ000000000,L8,ND,47.305,-98.8268,453.42,0.1449,0.4729,5.5263,6.448,7.4647,2.7706,3668.1635,0.0797,0.6459,516.5549,506.927,9.5975,0.0321,31.9874,16.7137,15.6655,0.8554,10.175,-9.4771,-21.3465,3.8876,9.0926,2.7146,0.2544,0.2385,0.4373,0.0405,1.6428,24.6966,53.8958,6.9869
L7-1227,ND-WL-1,Listeria,L. welshimeri,27,18,2720507,36.28,398745,83.3575,PRJNA561882,SRR11344065,JAARSY000000000,L8,ND,46.4802,-103.1984,852.68,0.1313,0.0684,0.8694,6.663,1.216,17.0013,578.5555,0.0371,1.8617,115.2256,214.7377,5.0072,0.0233,159.8249,2.1828,7.8831,0.4789,3.2,-5.6816,-16.6965,3.9062,0.6408,2.1699,0.4243,0.0168,0.0191,21.2511,25.3826,1.6186,47.651,0.8258
L7-1233,ND-WL-2,Listeria,L. welshimeri,256,102,2781749,36.21,362668,117.311,PRJNA561882,SRR11344064,JAARSX000000000,L8,ND,46.4788,-103.2038,847.64,0.1674,0.2777,3.3048,5.706,4.6311,20.3014,1349.2593,0.0556,6.236,411.8439,351.1023,12.9037,0.0347,59.4801,23.5314,13.0789,3.2781,3.2,-5.6816,-16.6965,3.9062,1.3923,1.9681,0.4103,0.0189,0.0157,21.1742,26.6925,1.5351,45.9358,0.8572
L7-1239,ND-WL-5,Listeria,L. welshimeri,257,25,2782339,36.2,318089,75.6396,PRJNA561882,SRR11344063,JAARSW000000000,L8,ND,46.4691,-103.2047,847.8,0.1166,0.1222,1.3703,7.046,1.909,4.6067,838.9114,0.0533,0.7777,199.457,192.7293,5.7597,0.0246,274.8475,3.0481,33.8595,0.3897,3.2,-5.6816,-16.6965,3.9062,1.0076,1.8958,0.3088,0.0237,0.0149,19.2948,27.6244,1.7373,47.1829,0.9096
L7-1245,ND-LL-1,Listeria,L. welshimeri,258,39,2821408,36.16,191949,93.9004,PRJNA561882,SRR11344062,JAARSV000000000,L8,ND,47.9335,-98.071,457.71,0.5,0.5404,6.8399,7.75,8.5377,1.4641,11692.7141,0.1073,1.1148,565.7254,1796.8576,29.4508,0.0587,139.0017,26.874,71.1152,0.9025,7.375,-11.2897,-22.4132,3.7688,7.4334,2.8826,0.2808,0.0756,0.3324,0.012,0.5026,21.2089,45.3223,21.9494
L7-1246,ND-LL-1,Listeria,L. welshimeri,16,37,2833367,36.15,152304,75.8227,PRJNA561882,SRR11344060,JAARSU000000000,L8,ND,47.9335,-98.071,457.71,0.5,0.5404,6.8399,7.75,8.5377,1.4641,11692.7141,0.1073,1.1148,565.7254,1796.8576,29.4508,0.0587,139.0017,26.874,71.1152,0.9025,7.375,-11.2897,-22.4132,3.7688,7.4334,2.8826,0.2808,0.0756,0.3324,0.012,0.5026,21.2089,45.3223,21.9494
L7-1247,ND-LL-1,Listeria,L. welshimeri,157,14,2715187,36.31,367108,273.269,PRJNA561882,SRR11344059,JAARST000000000,L8,ND,47.9335,-98.071,457.71,0.5,0.5404,6.8399,7.75,8.5377,1.4641,11692.7141,0.1073,1.1148,565.7254,1796.8576,29.4508,0.0587,139.0017,26.874,71.1152,0.9025,7.375,-11.2897,-22.4132,3.7688,7.4334,2.8826,0.2808,0.0756,0.3324,0.012,0.5026,21.2089,45.3223,21.9494
L7-1248,ND-LL-1,Listeria,L. welshimeri,89,23,2840687,36.18,264045,209.482,PRJNA561882,SRR11344058,JAASUS000000000,L8,ND,47.9335,-98.071,457.71,0.5,0.5404,6.8399,7.75,8.5377,1.4641,11692.7141,0.1073,1.1148,565.7254,1796.8576,29.4508,0.0587,139.0017,26.874,71.1152,0.9025,7.375,-11.2897,-22.4132,3.7688,7.4334,2.8826,0.2808,0.0756,0.3324,0.012,0.5026,21.2089,45.3223,21.9494
L7-1250,ND-LL-1,Listeria,L. booriae,S5017,45,3282225,41.97,259164,154.36,PRJNA561882,SRR11344057,JAASUR000000000,L12,ND,47.9335,-98.071,457.71,0.5,0.5404,6.8399,7.75,8.5377,1.4641,11692.7141,0.1073,1.1148,565.7254,1796.8576,29.4508,0.0587,139.0017,26.874,71.1152,0.9025,7.375,-11.2897,-22.4132,3.7688,7.4334,2.8826,0.2808,0.0756,0.3324,0.012,0.5026,21.2089,45.3223,21.9494
L7-1251,ND-LL-2,Listeria,L. welshimeri,134,53,2850950,36.27,214419,119.993,PRJNA561882,SRR11344056,JAASUQ000000000,L8,ND,47.9349,-98.0766,457.57,0.6343,0.6948,8.316,7.813,10.1041,1.1418,16415.0043,0.1188,0.5851,447.009,2197.2763,22.2003,0.058,769.3487,28.85,4062.0259,0.4708,7.375,-11.2897,-22.4132,3.7688,7.9804,2.77,0.2887,0.073,0.3407,0.0086,0.5145,21.6317,45.1132,21.279
L7-1253,ND-LL-2,Listeria,L. welshimeri,259,125,2930243,36.06,244962,218.388,PRJNA561882,SRR11344055,JAARSS000000000,L8,ND,47.9349,-98.0766,457.57,0.6343,0.6948,8.316,7.813,10.1041,1.1418,16415.0043,0.1188,0.5851,447.009,2197.2763,22.2003,0.058,769.3487,28.85,4062.0259,0.4708,7.375,-11.2897,-22.4132,3.7688,7.9804,2.77,0.2887,0.073,0.3407,0.0086,0.5145,21.6317,45.1132,21.279
L7-1255,ND-LL-2,Listeria,L. welshimeri,16,35,2831388,36.15,143656,63.4836,PRJNA561882,SRR11344054,JAARSR000000000,L8,ND,47.9349,-98.0766,457.57,0.6343,0.6948,8.316,7.813,10.1041,1.1418,16415.0043,0.1188,0.5851,447.009,2197.2763,22.2003,0.058,769.3487,28.85,4062.0259,0.4708,7.375,-11.2897,-22.4132,3.7688,7.9804,2.77,0.2887,0.073,0.3407,0.0086,0.5145,21.6317,45.1132,21.279
L7-1257,ND-LL-3,Listeria,L. welshimeri,126,16,2791706,36.16,463394,149.864,PRJNA561882,SRR11344053,JAARSQ000000000,L8,ND,47.9336,-98.0812,458.76,0.4908,0.7186,8.7617,7.0,11.8438,1.0782,5765.0176,0.0683,0.5007,791.8876,859.7946,11.9445,0.0402,41.2451,30.0111,17.4925,0.7627,7.375,-11.2897,-22.4132,3.7688,7.796,2.8975,0.2338,0.0745,0.3207,0.0088,0.534,21.5817,45.8029,20.7501
L7-1263,ND-LL-4,Listeria,L. welshimeri,241,35,2771470,36.32,520450,170.152,PRJNA561882,SRR11344052,JAARSP000000000,L8,ND,47.9379,-98.0805,457.77,0.5746,0.6434,7.3507,7.445,10.0295,1.6154,7057.5062,0.1034,0.9288,430.5201,2491.1766,30.665,0.0468,324.2005,24.4569,3006.282,0.6697,8.5,-11.4961,-22.7981,3.7652,7.5226,2.7781,0.3594,0.0686,0.3403,0.0088,0.5152,22.5019,44.6773,21.2279
L7-1269,ND-LL-5,Listeria,L. welshimeri,241,48,2871438,36.12,1440893,172.077,PRJNA561882,SRR11344051,JAARSO000000000,L8,ND,47.9413,-98.0828,458.06,0.5111,0.5881,7.1804,8.019,8.6542,0.9184,22089.0015,0.1188,0.3847,556.4799,2999.4206,43.8554,0.0681,166.063,33.321,80.5749,0.4793,8.5,-11.4961,-22.7981,3.7652,7.048,2.8642,0.4443,0.0562,0.3673,0.0092,0.5104,22.3703,44.686,21.6439
L7-1275,ND-LI-5,Listeria,L. welshimeri,127,53,2741423,36.26,587012,111.379,PRJNA561882,SRR11344049,JAARSN000000000,L8,ND,47.3418,-102.6531,670.75,0.1779,0.1098,1.6975,6.212,1.8166,20.5291,559.5887,0.0953,4.51,157.6118,375.5469,13.4344,0.0137,222.9394,3.2135,18.6707,0.327,3.45,-5.2597,-16.72,3.9373,3.8833,3.2634,1.0365,0.0067,0.1349,37.9956,24.6942,1.2755,25.9734,1.7366
L7-1281,ND-LN-4,Listeria,L. welshimeri,133,14,2757159,36.37,534391,228.464,PRJNA561882,SRR11344048,JAARSM000000000,L8,ND,48.592,-102.4432,690.06,0.2059,0.3223,3.8316,5.708,5.2642,8.6634,1881.3741,0.0498,1.7855,458.2308,505.2077,13.1197,0.0174,41.9924,8.5434,12.6387,0.6058,8.775,-9.1281,-20.8074,3.9251,9.1057,2.0227,0.2863,0.1119,0.3556,0.0185,72.2544,0.4842,13.1708,2.19
L7-1282,ND-LN-4,Listeria,L. welshimeri,27,9,2794511,36.15,517938,164.945,PRJNA561882,SRR11344047,JAARSL000000000,L8,ND,48.592,-102.4432,690.06,0.2059,0.3223,3.8316,5.708,5.2642,8.6634,1881.3741,0.0498,1.7855,458.2308,505.2077,13.1197,0.0174,41.9924,8.5434,12.6387,0.6058,8.775,-9.1281,-20.8074,3.9251,9.1057,2.0227,0.2863,0.1119,0.3556,0.0185,72.2544,0.4842,13.1708,2.19
L7-1287,ND-LN-5,Listeria,L. welshimeri,241,115,2888484,36.21,106805,49.1347,PRJNA561882,SRR11344046,JAARSK000000000,L8,ND,48.6027,-102.4476,691.97,0.2578,0.4217,4.8235,6.489,5.8898,7.5148,2826.0653,0.0418,2.0947,359.4761,467.7278,20.8807,0.0221,31.5227,9.4492,17.3904,0.4439,8.775,-9.1281,-20.8074,3.9251,8.958,1.9844,0.2884,0.0724,0.4178,0.0216,72.473,0.503,13.1791,2.1022
L7-1291,ND-LN-5,Listeria,L. welshimeri,27,26,2755701,36.25,245888,190.263,PRJNA561882,SRR11344045,JAARSJ000000000,L8,ND,48.6027,-102.4476,691.97,0.2578,0.4217,4.8235,6.489,5.8898,7.5148,2826.0653,0.0418,2.0947,359.4761,467.7278,20.8807,0.0221,31.5227,9.4492,17.3904,0.4439,8.775,-9.1281,-20.8074,3.9251,8.958,1.9844,0.2884,0.0724,0.4178,0.0216,72.473,0.503,13.1791,2.1022
L7-1293,ND-LZ-5,Listeria,L. welshimeri,269,16,2818845,36.24,502611,201.914,PRJNA561882,SRR11344044,JAASUP000000000,L8,ND,48.5452,-103.6863,604.06,0.1922,0.1988,2.9706,7.825,3.6918,5.5632,11161.7255,0.121,0.8754,365.9003,481.4845,18.203,0.0499,33.6721,7.8773,14.8134,0.0,8.875,-8.3932,-19.3794,3.912,3.451,3.0528,0.3781,0.0141,0.0959,1.0651,34.4104,1.0735,49.6833,6.7757
L7-1295,ND-LZ-5,Listeria,L. welshimeri,133,152,2877193,36.07,187459,63.3654,PRJNA561882,SRR11344043,JAARSI000000000,L8,ND,48.5452,-103.6863,604.06,0.1922,0.1988,2.9706,7.825,3.6918,5.5632,11161.7255,0.121,0.8754,365.9003,481.4845,18.203,0.0499,33.6721,7.8773,14.8134,0.0,8.875,-8.3932,-19.3794,3.912,3.451,3.0528,0.3781,0.0141,0.0959,1.0651,34.4104,1.0735,49.6833,6.7757
L7-1299,AL-BN-2,Listeria,L. booriae,S5054,40,3685746,41.75,315521,132.203,PRJNA561882,SRR11344042,JAARSH000000000,L12,AL,34.0065,-87.2695,219.72,0.2424,0.1706,2.5868,6.321,4.019,24.7825,1631.6533,0.0709,3.3301,107.725,91.0448,17.316,0.0172,25.156,5.0548,9.4147,0.0657,125.95,9.5465,-1.3342,3.2963,7.9285,4.8933,0.7854,0.5053,64.678,3.3541,4.4481,12.2189,0.1858,1.0026
L7-1303,AL-BN-4,Listeria,L. welshimeri,16,154,2852255,36.1,192369,155.335,PRJNA561882,SRR11344041,JAARSG000000000,L8,AL,34.0181,-87.2597,164.27,0.209,0.1239,2.2925,6.954,3.0755,11.6151,4274.8988,0.0823,2.1391,68.9635,106.2814,31.6272,0.0259,30.4545,3.9043,9.6554,1.2933,125.95,9.5465,-1.3342,3.2963,10.475,5.0703,0.8143,0.6137,62.5905,3.3854,4.3148,11.8953,0.1152,0.7254
L7-1309,TN-WR-2,Listeria,L. monocytogenes,62,13,2881089,37.99,416245,99.6546,PRJNA514286,SRR9206872,AAFFKM000000000,L1,TN,35.1076,-89.7837,80.13,0.2491,0.0852,1.2314,6.273,1.9268,11.785,1409.8792,0.1665,6.0865,87.8763,132.3288,20.611,0.017,26.0097,10.7589,8.2617,0.6968,113.4,8.4135,-1.3523,3.6649,1.6698,23.1662,40.4531,0.0773,9.3841,0.2774,0.1176,9.9371,2.544,12.3734
L7-1310,TN-WR-2,Listeria,L. monocytogenes,270,34,2900360,37.97,153011,95.556,PRJNA514286,SRR9206870,AAFFKV000000000,L1,TN,35.1076,-89.7837,80.13,0.2491,0.0852,1.2314,6.273,1.9268,11.785,1409.8792,0.1665,6.0865,87.8763,132.3288,20.611,0.017,26.0097,10.7589,8.2617,0.6968,113.4,8.4135,-1.3523,3.6649,1.6698,23.1662,40.4531,0.0773,9.3841,0.2774,0.1176,9.9371,2.544,12.3734
L7-1312,TN-WR-2,Listeria,L. welshimeri,16,123,2858847,36.1,106548,33.6263,PRJNA561882,SRR11344040,JAARSF000000000,L8,TN,35.1076,-89.7837,80.13,0.2491,0.0852,1.2314,6.273,1.9268,11.785,1409.8792,0.1665,6.0865,87.8763,132.3288,20.611,0.017,26.0097,10.7589,8.2617,0.6968,113.4,8.4135,-1.3523,3.6649,1.6698,23.1662,40.4531,0.0773,9.3841,0.2774,0.1176,9.9371,2.544,12.3734
L7-1315,TN-WR-3,Listeria,L. monocytogenes,80,28,2965240,37.88,194241,69.5844,PRJNA514286,SRR9207062,AAFFKX000000000,L1,TN,35.1057,-89.7802,79.78,0.2328,0.0769,1.2407,7.569,2.014,17.8418,3621.4553,0.3574,7.0492,92.2679,231.749,23.5812,0.0239,36.1338,8.7227,8.569,0.6376,113.4,8.4135,-1.3523,3.6649,1.5585,22.8573,40.4471,0.0752,9.3361,0.2765,0.1199,10.1898,2.5768,12.563
L7-1317,TN-WR-4,Listeria,L. monocytogenes,80,17,2930172,37.87,318333,76.7011,PRJNA514286,SRR9207061,AAFFKT000000000,L1,TN,35.104,-89.7764,82.08,0.2981,0.1516,2.6328,7.35,3.3113,18.8676,8963.1278,0.1417,3.9349,105.7014,265.5317,42.0639,0.0523,45.2413,12.8843,11.5452,0.9563,113.4,8.4135,-1.3523,3.6649,1.5505,22.446,40.6644,0.0741,9.318,0.2811,0.122,10.5382,2.5665,12.4393
L7-1319,TN-WR-4,Listeria,L. rocourtiae,S5055,69,3270164,40.11,128338,181.626,PRJNA561882,SRR11344038,JAASUO000000000,-,TN,35.104,-89.7764,82.08,0.2981,0.1516,2.6328,7.35,3.3113,18.8676,8963.1278,0.1417,3.9349,105.7014,265.5317,42.0639,0.0523,45.2413,12.8843,11.5452,0.9563,113.4,8.4135,-1.3523,3.6649,1.5505,22.446,40.6644,0.0741,9.318,0.2811,0.122,10.5382,2.5665,12.4393
L7-1320,TN-WR-4,Listeria,L. welshimeri,16,25,2732089,36.27,518633,92.4113,PRJNA561882,SRR11344037,JAASUN000000000,L8,TN,35.104,-89.7764,82.08,0.2981,0.1516,2.6328,7.35,3.3113,18.8676,8963.1278,0.1417,3.9349,105.7014,265.5317,42.0639,0.0523,45.2413,12.8843,11.5452,0.9563,113.4,8.4135,-1.3523,3.6649,1.5505,22.446,40.6644,0.0741,9.318,0.2811,0.122,10.5382,2.5665,12.4393
